,Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
128038,Mikoaj Kubica,M,22.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Rings,
128039,Mikoaj Kubica,M,22.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Pommelled Horse,
128040,Mikoaj Kubica,M,26.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Individual All-Around,
128041,Mikoaj Kubica,M,26.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Team All-Around,
128042,Mikoaj Kubica,M,26.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Floor Exercise,
128043,Mikoaj Kubica,M,26.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Horse Vault,
128044,Mikoaj Kubica,M,26.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Parallel Bars,
128045,Mikoaj Kubica,M,26.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Horizontal Bar,
128046,Mikoaj Kubica,M,26.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Rings,
128047,Mikoaj Kubica,M,26.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Pommelled Horse,
128048,Sylwester Kubica,M,18.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Individual All-Around,
128049,Sylwester Kubica,M,18.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Team All-Around,
128050,Sylwester Kubica,M,18.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Floor Exercise,
128051,Sylwester Kubica,M,18.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Horse Vault,
128052,Sylwester Kubica,M,18.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Parallel Bars,
128053,Sylwester Kubica,M,18.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Horizontal Bar,
128054,Sylwester Kubica,M,18.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Rings,
128055,Sylwester Kubica,M,18.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Pommelled Horse,
128056,Sylwester Kubica,M,22.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Individual All-Around,
128057,Sylwester Kubica,M,22.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Team All-Around,
128058,Sylwester Kubica,M,22.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Floor Exercise,
128059,Sylwester Kubica,M,22.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Horse Vault,
128060,Sylwester Kubica,M,22.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Parallel Bars,
128061,Sylwester Kubica,M,22.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Horizontal Bar,
128062,Sylwester Kubica,M,22.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Rings,
128063,Sylwester Kubica,M,22.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Pommelled Horse,
128064,Wilhelm Kubica,M,20.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Individual All-Around,
128065,Wilhelm Kubica,M,20.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Team All-Around,
128066,Wilhelm Kubica,M,20.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Floor Exercise,
128067,Wilhelm Kubica,M,20.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horse Vault,
128068,Wilhelm Kubica,M,20.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Parallel Bars,
128069,Wilhelm Kubica,M,20.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horizontal Bar,
128070,Wilhelm Kubica,M,20.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Rings,
128071,Wilhelm Kubica,M,20.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Pommelled Horse,
128072,Wilhelm Kubica,M,24.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Individual All-Around,
128073,Wilhelm Kubica,M,24.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Team All-Around,
128074,Wilhelm Kubica,M,24.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Floor Exercise,
128075,Wilhelm Kubica,M,24.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Horse Vault,
128076,Wilhelm Kubica,M,24.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Parallel Bars,
128077,Wilhelm Kubica,M,24.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Horizontal Bar,
128078,Wilhelm Kubica,M,24.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Rings,
128079,Wilhelm Kubica,M,24.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Pommelled Horse,
128080,Wilhelm Kubica,M,28.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Individual All-Around,
128081,Wilhelm Kubica,M,28.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Team All-Around,
128082,Wilhelm Kubica,M,28.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Floor Exercise,
128083,Wilhelm Kubica,M,28.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Horse Vault,
128084,Wilhelm Kubica,M,28.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Parallel Bars,
128085,Wilhelm Kubica,M,28.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Horizontal Bar,
128086,Wilhelm Kubica,M,28.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Rings,
128087,Wilhelm Kubica,M,28.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Pommelled Horse,
128108,Jeremi Kubicki,M,21.0,Poland,POL,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
128109,Jeremi Kubicki,M,25.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
128138,Jacek Kubka,M,24.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",
128139,Jacek Kubka,M,24.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
128162,ukasz Kubot,M,30.0,Poland,POL,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,
128163,ukasz Kubot,M,34.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Mixed Doubles,
128164,ukasz Kubot,M,34.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,
128192,Dariusz Stanisaw Ku,M,22.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,
128193,Dariusz Stanisaw Ku,M,22.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,
128194,Dariusz Stanisaw Ku,M,26.0,Poland,POL,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,
128195,Dariusz Stanisaw Ku,M,26.0,Poland,POL,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,
128244,Wacaw Micha Kuchar,M,26.0,Poland,POL,1924 Summer,1924,Summer,Paris,Football,Football Men's Football,
128245,Alfred Kucharczyk,M,22.0,Poland,POL,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Individual All-Around,
128246,Alfred Kucharczyk,M,22.0,Poland,POL,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Team All-Around,
128247,Alfred Kucharczyk,M,22.0,Poland,POL,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Floor Exercise,
128248,Alfred Kucharczyk,M,22.0,Poland,POL,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Horse Vault,
128249,Alfred Kucharczyk,M,22.0,Poland,POL,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Parallel Bars,
128250,Alfred Kucharczyk,M,22.0,Poland,POL,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Horizontal Bar,
128251,Alfred Kucharczyk,M,22.0,Poland,POL,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Rings,
128252,Alfred Kucharczyk,M,22.0,Poland,POL,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Pommelled Horse,
128253,Alfred Kucharczyk,M,26.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Individual All-Around,
128254,Alfred Kucharczyk,M,26.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Team All-Around,
128255,Alfred Kucharczyk,M,26.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Floor Exercise,
128256,Alfred Kucharczyk,M,26.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horse Vault,
128257,Alfred Kucharczyk,M,26.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Parallel Bars,
128258,Alfred Kucharczyk,M,26.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horizontal Bar,
128259,Alfred Kucharczyk,M,26.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Rings,
128260,Alfred Kucharczyk,M,26.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Pommelled Horse,
128261,Krzysztof Kucharczyk,M,31.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
128262,Krzysztof Kucharczyk,M,35.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
128263,Krzysztof Kucharczyk,M,39.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
128264,Krzysztof Kucharczyk,M,43.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
128266,Kazimierz Kucharski,M,27.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 800 metres,
128267,Kazimierz Kucharski,M,27.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 400 metres Relay,
128268,Leszek Roman Kucharski,M,29.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Table Tennis,Table Tennis Men's Singles,
128269,Leszek Roman Kucharski,M,29.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Table Tennis,Table Tennis Men's Doubles,
128270,Leszek Roman Kucharski,M,32.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Table Tennis,Table Tennis Men's Doubles,
128271,Tomasz Bogusaw Kucharski,M,26.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Double Sculls,Gold
128272,Tomasz Bogusaw Kucharski,M,30.0,Poland,POL,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Double Sculls,Gold
128273,Beata Kucharzewska,F,20.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Judo,Judo Women's Lightweight,
128306,Zygfryd Kuchta,M,28.0,Poland,POL,1972 Summer,1972,Summer,Munich,Handball,Handball Men's Handball,
128307,Zygfryd Kuchta,M,32.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Handball,Handball Men's Handball,Bronze
128309,Ewa Wioletta Kuciska (-Mrugaa),F,18.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Diving,Diving Women's Platform,
128311,Beniamin Kuciski,M,22.0,Poland,POL,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 20 kilometres Walk,
128317,Ryszard Kucjas,M,29.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Individual All-Around,
128318,Ryszard Kucjas,M,29.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Team All-Around,
128319,Ryszard Kucjas,M,29.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Floor Exercise,
128320,Ryszard Kucjas,M,29.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Horse Vault,
128321,Ryszard Kucjas,M,29.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Parallel Bars,
128322,Ryszard Kucjas,M,29.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Horizontal Bar,
128323,Ryszard Kucjas,M,29.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Rings,
128324,Ryszard Kucjas,M,29.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Pommelled Horse,
128350,Sawomir Kuczko,M,27.0,Poland,POL,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Breaststroke,
128351,Dorota Kuczkowska,F,29.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",
128352,Jan Zbigniew Kuczyski,M,25.0,Poland,POL,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Lightweight, Freestyle",
128353,Kamil Kuczyski,M,23.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Men's Keirin,
128354,Kamil Kuczyski,M,23.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Men's Team Sprint,
128355,Kamil Kuczyski,M,27.0,Poland,POL,2012 Summer,2012,Summer,London,Cycling,Cycling Men's Keirin,
128356,Kamil Kuczyski,M,27.0,Poland,POL,2012 Summer,2012,Summer,London,Cycling,Cycling Men's Team Sprint,
128364,Andrzej Kudelski,M,20.0,Poland,POL,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Flyweight, Freestyle",
128378,Wojciech Edward Kudlik,M,18.0,Poland-2,POL,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",
128393,Jan Antoni Kudra,M,27.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Cycling,"Cycling Men's Road Race, Individual",
128416,Micha Kuda,M,18.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",
128417,"Lech Stanisaw ""Leszek"" Kudacik",M,22.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Light-Welterweight,
128639,Mariusz Kujawski,M,21.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",
128640,Wiesaw Wojciech Kujda,M,24.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Double Sculls,
128641,Wiesaw Wojciech Kujda,M,24.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Eights,
128659,Henryk Jerzy Kukier,M,22.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Flyweight,
128660,Henryk Jerzy Kukier,M,26.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Flyweight,
128661,Henryk Jerzy Kukier,M,30.0,Poland,POL,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Flyweight,
128714,Piotr Kula,M,25.0,Poland,POL,2012 Summer,2012,Summer,London,Sailing,Sailing Men's One Person Heavyweight Dinghy,
128763,Katarzyna Maria Kulczak (-Tomaszek),F,21.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",
128764,Tadeusz Kulczycki,M,24.0,Poland,POL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres Hurdles,
128767,Jerzy Zdzisaw Kulej,M,23.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Light-Welterweight,Gold
128768,Jerzy Zdzisaw Kulej,M,27.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Light-Welterweight,Gold
128786,Marek Stefan Kulesza,M,20.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
128787,Roman Kulesza,M,29.0,Poland,POL,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,
128788,Roman Kulesza,M,29.0,Poland,POL,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,
128789,Roman Kulesza,M,29.0,Poland,POL,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Parallel Bars,
128790,Roman Kulesza,M,29.0,Poland,POL,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Horizontal Bar,
128791,Roman Kulesza,M,29.0,Poland,POL,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Rings,
128792,Roman Kulesza,M,29.0,Poland,POL,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,
128793,Seweryn Roman Kulesza,M,35.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",
128794,Seweryn Roman Kulesza,M,35.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Silver
128795,Piotr Kuleta,M,23.0,Poland,POL,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",
128796,Piotr Kuleta,M,23.0,Poland,POL,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",
128961,Zdzisaw Adam Kumiszcze,M,23.0,Poland,POL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres Hurdles,
129025,Elbieta Joanna Kuncewicz,F,27.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Lightweight Double Sculls,
129026,Wadysaw Kuncewicz,M,39.0,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Men's 100 metres Freestyle,
129164,Ryszard Wadysaw Kunze,M,20.0,Poland,POL,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's Foil, Team",
129230,Andrzej Kupczyk,M,23.0,Poland,POL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 800 metres,
129256,Magdalena Kupiec (-Szuter),F,15.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Breaststroke,
129257,Magdalena Kupiec (-Szuter),F,15.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Breaststroke,
129258,Tomasz Andrzej Kupis,M,28.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",
129327,Janusz Roman Kurczab,M,22.0,Poland,POL,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's epee, Individual",
129328,Janusz Roman Kurczab,M,22.0,Poland,POL,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's epee, Team",
129329,Pawe Kurczewski,M,22.0,Poland,POL,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",
129330,Pawe Kurczewski,M,25.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",
129331,Krzysztof Edward Kurczyna,M,19.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Middleweight,
129335,Bartosz Kamil Kurek,M,23.0,Poland,POL,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,
129336,Bartosz Kamil Kurek,M,27.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,
129474,Wojciech Sawomir Kurpiewski,M,22.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",
129475,Wojciech Sawomir Kurpiewski,M,22.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
129476,Wojciech Sawomir Kurpiewski,M,26.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver
129477,Wojciech Sawomir Kurpiewski,M,26.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
129539,Stanisaw Kuryowicz,M,27.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Fours,
129542,Kazimierz Bogdan Kurzawski,M,21.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Shooting,"Shooting Men's Free Pistol, 50 metres",
129547,Mateusz Kus,M,29.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,
129591,Maria Bronisawa Anna Kusion-Bibrowa (-Pokorny),F,20.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's 100 metres,
129592,Maria Bronisawa Anna Kusion-Bibrowa (-Pokorny),F,20.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's 4 x 100 metres Relay,
129593,Maria Bronisawa Anna Kusion-Bibrowa (-Pokorny),F,20.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's Long Jump,
129594,Maria Bronisawa Anna Kusion-Bibrowa (-Pokorny),F,24.0,Poland,POL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's Long Jump,
129618,Janusz Tadeusz Kusociski,M,25.0,Poland,POL,1932 Summer,1932,Summer,Los Angeles,Athletics,"Athletics Men's 10,000 metres",Gold
129645,Marcin Kuszewski,M,23.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 110 metres Hurdles,
129646,"Marian Zygmunt ""Marek"" Kuszewski",M,23.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Fencing,"Fencing Men's Sabre, Individual",
129647,"Marian Zygmunt ""Marek"" Kuszewski",M,23.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Fencing,"Fencing Men's Sabre, Team",Silver
129648,"Marian Zygmunt ""Marek"" Kuszewski",M,26.0,Poland,POL,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's Sabre, Team",Silver
129649,Mateusz Kusznierewicz,M,21.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Men's One Person Dinghy,Gold
129650,Mateusz Kusznierewicz,M,25.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Men's One Person Dinghy,
129651,Mateusz Kusznierewicz,M,29.0,Poland,POL,2004 Summer,2004,Summer,Athina,Sailing,Sailing Men's One Person Dinghy,Bronze
129652,Mateusz Kusznierewicz,M,33.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Men's Two Person Keelboat,
129653,Mateusz Kusznierewicz,M,37.0,Poland,POL,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Two Person Keelboat,
129797,Aleksy Kuziemski,M,27.0,Poland,POL,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Heavyweight,
129814,Roman Kuzior,M,23.0,Poland,POL,1972 Summer,1972,Summer,Munich,Shooting,"Shooting Mixed Running Target, 50 metres",
129833,Pawe Kumicki,M,27.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Skiff,
129834,Wacaw Kumicki,M,27.0,Poland,POL,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Decathlon,
130099,"Maria Jadwiga Kwaniewska (-Trytko, -Komiska, -Maleszewska)",F,22.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Women's Javelin Throw,Bronze
130117,Bolesaw Jan Kwiatkowski,M,26.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,
130118,Eugeniusz Kwiatkowski,M,27.0,Poland,POL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Shot Put,
130119,Micha Kwiatkowski,M,22.0,Poland,POL,2012 Summer,2012,Summer,London,Cycling,"Cycling Men's Road Race, Individual",
130120,Micha Kwiatkowski,M,26.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
130121,Micha Kwiatkowski,M,26.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Individual Time Trial,
130130,ukasz Kwiatkowski,M,22.0,Poland,POL,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Sprint,
130131,ukasz Kwiatkowski,M,22.0,Poland,POL,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Keirin,
130132,ukasz Kwiatkowski,M,22.0,Poland,POL,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Team Sprint,
130133,ukasz Kwiatkowski,M,26.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Men's Sprint,
130134,ukasz Kwiatkowski,M,26.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Men's Team Sprint,
130135,Konrad Kwiecie,M,28.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Archery,Archery Men's Individual,
130136,Konrad Kwiecie,M,28.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Archery,Archery Men's Team,
130137,Czesaw Kwieciski,M,21.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",
130138,Czesaw Kwieciski,M,25.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",
130139,Czesaw Kwieciski,M,29.0,Poland,POL,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze
